,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0,-1.19166847699668,0.4284085703373629,1.64002799791192,-1.84885885995818,-0.870902973851414,-0.204848888100762,-0.385675453021815,0.352792551531106,-1.0983013120820602,-0.334596756889074,-0.679088728984299,-0.0396709267608324,1.37266082360735,-0.7320007064681929,-0.344528133582666,1.02475102739597,0.380208554134252,-1.08734881167274,0.364507162869126,0.0519236276258899,0.5071734391354811,1.29256539120743,-0.467752260677413,1.24488683477809,0.697706854168567,0.0593750371952962,-0.319964325967728,-0.0174444288740432,27.44,0
1,1.9666143454738405,-0.450086974143125,-1.22858598246694,0.142873045016511,-0.1506268350344549,-0.543589668367277,-0.0762173700277502,-0.108390145964584,0.973310112226121,-0.0299031872918219,0.279973324802576,0.88568461272653,-0.5839120529492379,0.32201912679539,-1.06533528070533,-0.340285458021193,-0.3853985034285099,0.216554097146846,0.675645783588427,-0.190851421732871,0.124054605977978,0.5649162466108489,-0.0393309782796447,-0.283904000761298,0.186400388147078,0.192931672826823,-0.0391549993170759,-0.0713139300783105,35.95,0
2,1.5284516139321398,-1.29619124792182,-0.890676941706623,-2.50402837074573,0.803201751195657,3.35079316563408,-1.63301595806045,0.815349571703977,-1.88469183456322,1.46525863560446,-0.188235482218631,-0.976779495369577,0.5605503563195,-0.250847400702928,0.936114732270504,0.13640864513052,-0.0782514981120131,0.3550861714924229,0.127756484904886,-0.163981601589173,-0.412088165493124,-1.01748546461065,0.129565577540098,0.948047508176192,0.2878261991303,-0.396592440615859,0.0429974925789256,0.0258531704612331,28.4,0
3,-0.774614435490813,1.1009164288685,0.6790802697833499,1.03401583978032,0.16863295704423,0.8745818889251129,0.209454312304557,0.770550346601542,-0.55810624146104,-0.165441622939543,0.0175624867579759,0.285376721875966,-0.8187393831271701,0.637990714995797,-0.370124276790964,-0.6051478178897349,0.275686045908586,0.246362264850816,1.33192738437473,0.0809775794494643,0.0111581926773478,0.146016557004118,-0.1304014029511259,-0.8488154606895991,0.0056977434251526,-0.183295195675201,0.282939530979453,0.123855846225849,43.2,0
4,-1.07586004798009,1.3611598899076798,1.49697217928946,2.24260405396988,1.31475117295446,0.272786664654084,1.00524607919915,0.132932239452703,-1.55831654755479,0.484216331286272,-1.96799803589551,-1.81833823631313,-2.03618385886281,0.346961860347012,-1.16131582371727,1.01709252358169,-0.9267870540729548,0.183964844253284,-2.1028678660298703,-0.3540077254112249,0.254485329130849,0.530691895927068,-0.651119286900767,0.626389207601659,1.0402123990282,0.249501338291772,-0.146745241088216,0.0297137835991877,10.59,0
5,1.42247011498624,-0.3629364522731459,-0.0846936876334159,-0.5686767447504489,-0.8930738654119879,-1.6129576222547,-0.0956468337897011,-0.3671200231330929,-1.0043602776131,0.7184859661644709,-0.1297317826894889,-1.10927361897624,-1.06588879391738,0.359091337820645,0.523197409442839,0.684870110154823,0.5905770960824879,-1.5686797849694398,0.5197304728795991,-0.0149262301399239,0.199569201751541,0.4508356027475329,-0.111273938697748,0.736231874566866,0.7110247462107371,-0.1019488572415869,-0.0360992155662055,0.0031411216233294,15.0,0
6,2.0554593056538,-0.028813246249496,-1.05740524966861,0.4045850837802749,-0.0778332877392913,-1.12043230435371,0.1945234944530469,-0.33036774516412,0.4829495854823479,0.0541410679684197,-0.62628259500132,0.659307326310509,0.437446272105632,0.205758373806231,0.0458605895421253,-0.181611261699177,-0.253286160936029,-1.00506248723515,0.0719736188687575,-0.2083375149951229,-0.279593265752298,-0.644071144501929,0.343206167968825,-0.0029318396156791,-0.300342907145878,0.199893252666143,-0.0649207993788773,-0.0598434307269136,0.89,0
7,1.29377594508959,0.3692029575399779,0.309448257568495,0.6297714008019369,0.0824778407843493,-0.4355598963704821,0.0437783478269073,-0.296998722628013,1.2242397858270402,-0.4734467227844749,0.164211418182536,-1.84665003041773,3.17030274231975,1.4149969038634398,0.240625127487096,0.469934515517652,-0.0557937991217157,-0.1232189064977799,-0.018356214349867,-0.0101346308986884,-0.44157674793453,-1.00570302584503,0.0184647504768855,-0.4913894841830349,0.336660904540326,0.102774526758999,-0.0527911412101964,0.0090427081560118,16.99,0
8,1.81086010874262,-0.547343439531193,-0.0149653473088132,1.2137789016268998,-0.7339842021860931,0.303377507170473,-0.8781829366526149,0.279557151944028,1.11489659973613,0.3174590655340529,0.118698870595794,0.424196467862541,-0.7288460284114151,0.110799421147464,0.103214773515214,0.972450899950502,-1.15463565991723,1.07884902424403,-0.2374648027380189,-0.168028869469336,0.122586771336289,0.3317504195033779,0.159153419619219,-0.555338843413864,-0.35153640333985,-0.724535984233422,0.0605678910527266,-0.02695216978274,60.0,0
9,2.04823864359735,0.131550504392774,-1.7681351500301998,0.244709622193879,0.620000611425518,-0.417492129862245,0.105792854219834,-0.0984502367998319,0.1873461947062739,-0.2211009178733269,0.9994779415836972,0.980098671073135,0.431357517122843,-0.743373008279154,-0.5239769381762021,0.559261569830202,0.117209476655514,0.210681497010149,0.424594469959589,-0.111102948371929,-0.322991546529917,-0.839968466828865,0.294518340382718,0.267634242555428,-0.244189850637495,0.166791425130398,-0.0641211936209276,-0.0420261373630549,1.79,0
10,1.9293976852658896,-1.0531784416629,-0.900903646862072,-0.585950280219284,-0.372635106728786,0.5575957360156529,-0.725936959106639,0.0556062687218842,-0.29374094198698,0.7214685714400609,0.142958592881269,1.40932923503111,2.0056605761567803,-0.2883665316117,-0.267103741488112,-0.923216047105553,-0.948410055747522,1.71863151330909,-0.2104279682923489,-0.25567177133601,-0.519741547820131,-1.12044280628777,0.2800169553729699,-0.198038857311771,-0.429442227627678,-0.677077824808305,0.0367765715651237,-0.0173787086379884,111.59,0
11,-1.26747509735418,0.458350087944589,1.79946166664739,-1.16209773198576,-1.04962111997153,0.1308690690407269,-0.0083603306516185,0.7615655897151209,0.246741178626117,-1.0786196245484698,0.287135830892595,0.6277443616987309,-0.4957130523971609,-0.0408319269370642,-1.06360068130361,0.8097292589529009,-0.548232009767629,0.416173038299844,-0.0621891387883649,0.1276267758010759,0.0291507810716875,-0.0403791636876166,0.0601485229273432,0.0322909749994559,-0.0364486758644743,0.8542968950631509,0.097274298726839,0.081933216925818,100.0,0
